ID,Domain,User Input,Bot Response,Context ID,Context,Intent
463,E-commerce,Can I cancel my order?,"If it hasn’t shipped yet, yes you can cancel it.",462,Where is my package?,cancel_order
2820,E-commerce,Can I get a gift receipt?,"Yes, we offer gift receipts during checkout.",2819,I forgot my account password.,request_gift_receipt
2457,Finance,How can I improve my credit score?,You can improve your credit score by paying bills on time.,2456,What is a credit score?,ask_credit_score
2307,Finance,How can I improve my credit score?,You can improve your credit score by paying bills on time.,2306,What is a credit score?,ask_credit_score
838,Finance,What documents are needed for a home loan?,"You will need ID, income proof, and address verification.",837,How can I improve my credit score?,home_loan_documents
2337,Finance,How can I improve my credit score?,You can improve your credit score by paying bills on time.,2336,What is a credit score?,ask_credit_score
1724,E-commerce,What is the refund policy?,You can get a full refund within 30 days of purchase.,1723,Can I cancel my order?,ask_refund_policy
2518,Finance,What documents are needed for a home loan?,"You will need ID, income proof, and address verification.",2517,How can I improve my credit score?,home_loan_documents
126,Finance,What is a credit score?,A credit score is a number that represents your creditworthiness.,125,Is there a fee for early loan repayment?,ask_credit_score
1646,Finance,What is a credit score?,A credit score is a number that represents your creditworthiness.,1645,Is there a fee for early loan repayment?,ask_credit_score
2174,Finance,Can I apply for a personal loan?,"Yes, you can apply for a personal loan through our website.",2173,What is the current interest rate?,apply_loan
869,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",868,What documents are needed for a home loan?,stock_investment
1386,E-commerce,The product I received is damaged.,We're sorry to hear that. We'll send a replacement.,1385,Do you offer international shipping?,report_damaged_item
2280,E-commerce,Can I get a gift receipt?,"Yes, we offer gift receipts during checkout.",2279,I forgot my account password.,request_gift_receipt
1859,E-commerce,I forgot my account password.,Click on 'Forgot Password' to reset it.,1858,What payment methods do you accept?,reset_password
2371,Finance,What is a mutual fund?,A mutual fund pools money from many investors to purchase securities.,2370,How do I get a bank statement?,ask_investment_info
1568,E-commerce,What payment methods do you accept?,"We accept credit cards, PayPal, and more.",1567,How do I change my delivery address?,ask_payment_options
1019,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",1018,What documents are needed for a home loan?,stock_investment
246,E-commerce,The product I received is damaged.,We're sorry to hear that. We'll send a replacement.,245,Do you offer international shipping?,report_damaged_item
1069,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",1068,What documents are needed for a home loan?,stock_investment
1801,Finance,What is a mutual fund?,A mutual fund pools money from many investors to purchase securities.,1800,How do I get a bank statement?,ask_investment_info
400,E-commerce,Can I get a gift receipt?,"Yes, we offer gift receipts during checkout.",399,I forgot my account password.,request_gift_receipt
2688,Finance,What documents are needed for a home loan?,"You will need ID, income proof, and address verification.",2687,How can I improve my credit score?,home_loan_documents
1127,E-commerce,How do I change my delivery address?,You can change it from your account settings.,1126,The product I received is damaged.,update_address
2998,Finance,What documents are needed for a home loan?,"You will need ID, income proof, and address verification.",2997,How can I improve my credit score?,home_loan_documents
433,E-commerce,Can I cancel my order?,"If it hasn’t shipped yet, yes you can cancel it.",432,Where is my package?,cancel_order
565,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",564,Can I apply for a personal loan?,loan_prepayment_fee
244,Finance,Can I apply for a personal loan?,"Yes, you can apply for a personal loan through our website.",243,What is the current interest rate?,apply_loan
1455,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",1454,Can I apply for a personal loan?,loan_prepayment_fee
103,Finance,What is the current interest rate?,The current interest rate is 3.5% per annum.,102,How do I open a savings account?,ask_interest_rate
2748,Finance,What documents are needed for a home loan?,"You will need ID, income proof, and address verification.",2747,How can I improve my credit score?,home_loan_documents
1437,E-commerce,How do I change my delivery address?,You can change it from your account settings.,1436,The product I received is damaged.,update_address
1001,E-commerce,I want to return my order.,"Sure, may I have your order number?",1000,Can I get a gift receipt?,initiate_return
1085,E-commerce,Do you offer international shipping?,"Yes, we ship to over 100 countries.",1084,What is the refund policy?,ask_shipping_info
803,E-commerce,Can I cancel my order?,"If it hasn’t shipped yet, yes you can cancel it.",802,Where is my package?,cancel_order
59,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",58,What documents are needed for a home loan?,stock_investment
1799,E-commerce,I forgot my account password.,Click on 'Forgot Password' to reset it.,1798,What payment methods do you accept?,reset_password
2894,Finance,Can I apply for a personal loan?,"Yes, you can apply for a personal loan through our website.",2893,What is the current interest rate?,apply_loan
638,E-commerce,What payment methods do you accept?,"We accept credit cards, PayPal, and more.",637,How do I change my delivery address?,ask_payment_options
2837,Finance,How can I improve my credit score?,You can improve your credit score by paying bills on time.,2836,What is a credit score?,ask_credit_score
1969,E-commerce,I forgot my account password.,Click on 'Forgot Password' to reset it.,1968,What payment methods do you accept?,reset_password
300,Finance,How do I get a bank statement?,You can download it from your online banking portal.,299,Can I invest in stocks through your bank?,get_bank_statement
1643,E-commerce,Can I cancel my order?,"If it hasn’t shipped yet, yes you can cancel it.",1642,Where is my package?,cancel_order
853,Finance,What is the current interest rate?,The current interest rate is 3.5% per annum.,852,How do I open a savings account?,ask_interest_rate
610,Finance,How do I get a bank statement?,You can download it from your online banking portal.,609,Can I invest in stocks through your bank?,get_bank_statement
2476,Finance,What is a credit score?,A credit score is a number that represents your creditworthiness.,2475,Is there a fee for early loan repayment?,ask_credit_score
2643,Finance,What is the current interest rate?,The current interest rate is 3.5% per annum.,2642,How do I open a savings account?,ask_interest_rate
2838,Finance,What documents are needed for a home loan?,"You will need ID, income proof, and address verification.",2837,How can I improve my credit score?,home_loan_documents
958,Finance,What documents are needed for a home loan?,"You will need ID, income proof, and address verification.",957,How can I improve my credit score?,home_loan_documents
2533,Finance,What is the current interest rate?,The current interest rate is 3.5% per annum.,2532,How do I open a savings account?,ask_interest_rate
843,Finance,What is the current interest rate?,The current interest rate is 3.5% per annum.,842,How do I open a savings account?,ask_interest_rate
1009,E-commerce,I forgot my account password.,Click on 'Forgot Password' to reset it.,1008,What payment methods do you accept?,reset_password
2766,Finance,What is a credit score?,A credit score is a number that represents your creditworthiness.,2765,Is there a fee for early loan repayment?,ask_credit_score
2756,E-commerce,The product I received is damaged.,We're sorry to hear that. We'll send a replacement.,2755,Do you offer international shipping?,report_damaged_item
775,E-commerce,Do you offer international shipping?,"Yes, we ship to over 100 countries.",774,What is the refund policy?,ask_shipping_info
2351,E-commerce,I want to return my order.,"Sure, may I have your order number?",2350,Can I get a gift receipt?,initiate_return
2577,E-commerce,How do I change my delivery address?,You can change it from your account settings.,2576,The product I received is damaged.,update_address
473,Finance,What is the current interest rate?,The current interest rate is 3.5% per annum.,472,How do I open a savings account?,ask_interest_rate
2984,Finance,Can I apply for a personal loan?,"Yes, you can apply for a personal loan through our website.",2983,What is the current interest rate?,apply_loan
779,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",778,What documents are needed for a home loan?,stock_investment
640,Finance,How do I get a bank statement?,You can download it from your online banking portal.,639,Can I invest in stocks through your bank?,get_bank_statement
2589,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",2588,What documents are needed for a home loan?,stock_investment
1949,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",1948,What documents are needed for a home loan?,stock_investment
2461,E-commerce,I want to return my order.,"Sure, may I have your order number?",2460,Can I get a gift receipt?,initiate_return
2683,Finance,What is the current interest rate?,The current interest rate is 3.5% per annum.,2682,How do I open a savings account?,ask_interest_rate
40,Finance,How do I get a bank statement?,You can download it from your online banking portal.,39,Can I invest in stocks through your bank?,get_bank_statement
2520,Finance,How do I get a bank statement?,You can download it from your online banking portal.,2519,Can I invest in stocks through your bank?,get_bank_statement
2775,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",2774,Can I apply for a personal loan?,loan_prepayment_fee
604,Finance,Can I apply for a personal loan?,"Yes, you can apply for a personal loan through our website.",603,What is the current interest rate?,apply_loan
1433,Finance,What is the current interest rate?,The current interest rate is 3.5% per annum.,1432,How do I open a savings account?,ask_interest_rate
251,E-commerce,I want to return my order.,"Sure, may I have your order number?",250,Can I get a gift receipt?,initiate_return
134,Finance,Can I apply for a personal loan?,"Yes, you can apply for a personal loan through our website.",133,What is the current interest rate?,apply_loan
1011,E-commerce,I want to return my order.,"Sure, may I have your order number?",1010,Can I get a gift receipt?,initiate_return
1583,Finance,What is the current interest rate?,The current interest rate is 3.5% per annum.,1582,How do I open a savings account?,ask_interest_rate
152,E-commerce,Where is my package?,Let me check the tracking information for you.,151,I want to return my order.,track_order
2011,Finance,What is a mutual fund?,A mutual fund pools money from many investors to purchase securities.,2010,How do I get a bank statement?,ask_investment_info
2476,E-commerce,The product I received is damaged.,We're sorry to hear that. We'll send a replacement.,2475,Do you offer international shipping?,report_damaged_item
1296,Finance,What is a credit score?,A credit score is a number that represents your creditworthiness.,1295,Is there a fee for early loan repayment?,ask_credit_score
372,Finance,How do I open a savings account?,You can open a savings account online or at any of our branches.,371,What is a mutual fund?,open_account
1095,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",1094,Can I apply for a personal loan?,loan_prepayment_fee
614,Finance,Can I apply for a personal loan?,"Yes, you can apply for a personal loan through our website.",613,What is the current interest rate?,apply_loan
2218,E-commerce,What payment methods do you accept?,"We accept credit cards, PayPal, and more.",2217,How do I change my delivery address?,ask_payment_options
2040,Finance,How do I get a bank statement?,You can download it from your online banking portal.,2039,Can I invest in stocks through your bank?,get_bank_statement
764,Finance,Can I apply for a personal loan?,"Yes, you can apply for a personal loan through our website.",763,What is the current interest rate?,apply_loan
1172,E-commerce,Where is my package?,Let me check the tracking information for you.,1171,I want to return my order.,track_order
1766,E-commerce,The product I received is damaged.,We're sorry to hear that. We'll send a replacement.,1765,Do you offer international shipping?,report_damaged_item
2907,E-commerce,How do I change my delivery address?,You can change it from your account settings.,2906,The product I received is damaged.,update_address
2702,E-commerce,Where is my package?,Let me check the tracking information for you.,2701,I want to return my order.,track_order
1766,Finance,What is a credit score?,A credit score is a number that represents your creditworthiness.,1765,Is there a fee for early loan repayment?,ask_credit_score
92,Finance,How do I open a savings account?,You can open a savings account online or at any of our branches.,91,What is a mutual fund?,open_account
684,Finance,Can I apply for a personal loan?,"Yes, you can apply for a personal loan through our website.",683,What is the current interest rate?,apply_loan
239,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",238,What documents are needed for a home loan?,stock_investment
650,Finance,How do I get a bank statement?,You can download it from your online banking portal.,649,Can I invest in stocks through your bank?,get_bank_statement
2260,E-commerce,Can I get a gift receipt?,"Yes, we offer gift receipts during checkout.",2259,I forgot my account password.,request_gift_receipt
2755,E-commerce,Do you offer international shipping?,"Yes, we ship to over 100 countries.",2754,What is the refund policy?,ask_shipping_info
1083,E-commerce,Can I cancel my order?,"If it hasn’t shipped yet, yes you can cancel it.",1082,Where is my package?,cancel_order
2492,E-commerce,Where is my package?,Let me check the tracking information for you.,2491,I want to return my order.,track_order
218,E-commerce,What payment methods do you accept?,"We accept credit cards, PayPal, and more.",217,How do I change my delivery address?,ask_payment_options
383,E-commerce,Can I cancel my order?,"If it hasn’t shipped yet, yes you can cancel it.",382,Where is my package?,cancel_order
1916,Finance,What is a credit score?,A credit score is a number that represents your creditworthiness.,1915,Is there a fee for early loan repayment?,ask_credit_score
1630,Finance,How do I get a bank statement?,You can download it from your online banking portal.,1629,Can I invest in stocks through your bank?,get_bank_statement
870,Finance,How do I get a bank statement?,You can download it from your online banking portal.,869,Can I invest in stocks through your bank?,get_bank_statement
2000,E-commerce,Can I get a gift receipt?,"Yes, we offer gift receipts during checkout.",1999,I forgot my account password.,request_gift_receipt
1816,Finance,What is a credit score?,A credit score is a number that represents your creditworthiness.,1815,Is there a fee for early loan repayment?,ask_credit_score
369,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",368,What documents are needed for a home loan?,stock_investment
1229,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",1228,What documents are needed for a home loan?,stock_investment
668,E-commerce,What payment methods do you accept?,"We accept credit cards, PayPal, and more.",667,How do I change my delivery address?,ask_payment_options
1655,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",1654,Can I apply for a personal loan?,loan_prepayment_fee
1568,Finance,What documents are needed for a home loan?,"You will need ID, income proof, and address verification.",1567,How can I improve my credit score?,home_loan_documents
552,Finance,How do I open a savings account?,You can open a savings account online or at any of our branches.,551,What is a mutual fund?,open_account
2172,E-commerce,Where is my package?,Let me check the tracking information for you.,2171,I want to return my order.,track_order
606,Finance,What is a credit score?,A credit score is a number that represents your creditworthiness.,605,Is there a fee for early loan repayment?,ask_credit_score
1225,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",1224,Can I apply for a personal loan?,loan_prepayment_fee
1553,Finance,What is the current interest rate?,The current interest rate is 3.5% per annum.,1552,How do I open a savings account?,ask_interest_rate
2051,Finance,What is a mutual fund?,A mutual fund pools money from many investors to purchase securities.,2050,How do I get a bank statement?,ask_investment_info
1150,E-commerce,Can I get a gift receipt?,"Yes, we offer gift receipts during checkout.",1149,I forgot my account password.,request_gift_receipt
249,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",248,What documents are needed for a home loan?,stock_investment
617,E-commerce,How do I change my delivery address?,You can change it from your account settings.,616,The product I received is damaged.,update_address
222,Finance,How do I open a savings account?,You can open a savings account online or at any of our branches.,221,What is a mutual fund?,open_account
2240,E-commerce,Can I get a gift receipt?,"Yes, we offer gift receipts during checkout.",2239,I forgot my account password.,request_gift_receipt
2960,Finance,How do I get a bank statement?,You can download it from your online banking portal.,2959,Can I invest in stocks through your bank?,get_bank_statement
2110,E-commerce,Can I get a gift receipt?,"Yes, we offer gift receipts during checkout.",2109,I forgot my account password.,request_gift_receipt
1551,E-commerce,I want to return my order.,"Sure, may I have your order number?",1550,Can I get a gift receipt?,initiate_return
269,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",268,What documents are needed for a home loan?,stock_investment
2752,Finance,How do I open a savings account?,You can open a savings account online or at any of our branches.,2751,What is a mutual fund?,open_account
1628,E-commerce,What payment methods do you accept?,"We accept credit cards, PayPal, and more.",1627,How do I change my delivery address?,ask_payment_options
2054,Finance,Can I apply for a personal loan?,"Yes, you can apply for a personal loan through our website.",2053,What is the current interest rate?,apply_loan
2579,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",2578,What documents are needed for a home loan?,stock_investment
608,Finance,What documents are needed for a home loan?,"You will need ID, income proof, and address verification.",607,How can I improve my credit score?,home_loan_documents
37,E-commerce,How do I change my delivery address?,You can change it from your account settings.,36,The product I received is damaged.,update_address
1620,E-commerce,Can I get a gift receipt?,"Yes, we offer gift receipts during checkout.",1619,I forgot my account password.,request_gift_receipt
2837,E-commerce,How do I change my delivery address?,You can change it from your account settings.,2836,The product I received is damaged.,update_address
979,E-commerce,I forgot my account password.,Click on 'Forgot Password' to reset it.,978,What payment methods do you accept?,reset_password
793,Finance,What is the current interest rate?,The current interest rate is 3.5% per annum.,792,How do I open a savings account?,ask_interest_rate
2159,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",2158,What documents are needed for a home loan?,stock_investment
1418,Finance,What documents are needed for a home loan?,"You will need ID, income proof, and address verification.",1417,How can I improve my credit score?,home_loan_documents
563,Finance,What is the current interest rate?,The current interest rate is 3.5% per annum.,562,How do I open a savings account?,ask_interest_rate
2983,E-commerce,Can I cancel my order?,"If it hasn’t shipped yet, yes you can cancel it.",2982,Where is my package?,cancel_order
1125,E-commerce,Do you offer international shipping?,"Yes, we ship to over 100 countries.",1124,What is the refund policy?,ask_shipping_info
368,E-commerce,What payment methods do you accept?,"We accept credit cards, PayPal, and more.",367,How do I change my delivery address?,ask_payment_options
1102,Finance,How do I open a savings account?,You can open a savings account online or at any of our branches.,1101,What is a mutual fund?,open_account
1759,E-commerce,I forgot my account password.,Click on 'Forgot Password' to reset it.,1758,What payment methods do you accept?,reset_password
65,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",64,Can I apply for a personal loan?,loan_prepayment_fee
1392,Finance,How do I open a savings account?,You can open a savings account online or at any of our branches.,1391,What is a mutual fund?,open_account
2861,E-commerce,I want to return my order.,"Sure, may I have your order number?",2860,Can I get a gift receipt?,initiate_return
822,E-commerce,Where is my package?,Let me check the tracking information for you.,821,I want to return my order.,track_order
1721,E-commerce,I want to return my order.,"Sure, may I have your order number?",1720,Can I get a gift receipt?,initiate_return
1396,Finance,What is a credit score?,A credit score is a number that represents your creditworthiness.,1395,Is there a fee for early loan repayment?,ask_credit_score
2378,E-commerce,What payment methods do you accept?,"We accept credit cards, PayPal, and more.",2377,How do I change my delivery address?,ask_payment_options
799,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",798,What documents are needed for a home loan?,stock_investment
1789,E-commerce,I forgot my account password.,Click on 'Forgot Password' to reset it.,1788,What payment methods do you accept?,reset_password
1519,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",1518,What documents are needed for a home loan?,stock_investment
1599,E-commerce,I forgot my account password.,Click on 'Forgot Password' to reset it.,1598,What payment methods do you accept?,reset_password
1683,Finance,What is the current interest rate?,The current interest rate is 3.5% per annum.,1682,How do I open a savings account?,ask_interest_rate
1584,Finance,Can I apply for a personal loan?,"Yes, you can apply for a personal loan through our website.",1583,What is the current interest rate?,apply_loan
75,E-commerce,Do you offer international shipping?,"Yes, we ship to over 100 countries.",74,What is the refund policy?,ask_shipping_info
1723,E-commerce,Can I cancel my order?,"If it hasn’t shipped yet, yes you can cancel it.",1722,Where is my package?,cancel_order
1902,E-commerce,Where is my package?,Let me check the tracking information for you.,1901,I want to return my order.,track_order
2295,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",2294,Can I apply for a personal loan?,loan_prepayment_fee
2124,E-commerce,What is the refund policy?,You can get a full refund within 30 days of purchase.,2123,Can I cancel my order?,ask_refund_policy
1131,Finance,What is a mutual fund?,A mutual fund pools money from many investors to purchase securities.,1130,How do I get a bank statement?,ask_investment_info
2574,Finance,Can I apply for a personal loan?,"Yes, you can apply for a personal loan through our website.",2573,What is the current interest rate?,apply_loan
2257,Finance,How can I improve my credit score?,You can improve your credit score by paying bills on time.,2256,What is a credit score?,ask_credit_score
973,E-commerce,Can I cancel my order?,"If it hasn’t shipped yet, yes you can cancel it.",972,Where is my package?,cancel_order
1517,E-commerce,How do I change my delivery address?,You can change it from your account settings.,1516,The product I received is damaged.,update_address
1072,E-commerce,Where is my package?,Let me check the tracking information for you.,1071,I want to return my order.,track_order
2833,E-commerce,Can I cancel my order?,"If it hasn’t shipped yet, yes you can cancel it.",2832,Where is my package?,cancel_order
751,E-commerce,I want to return my order.,"Sure, may I have your order number?",750,Can I get a gift receipt?,initiate_return
1117,E-commerce,How do I change my delivery address?,You can change it from your account settings.,1116,The product I received is damaged.,update_address
1332,E-commerce,Where is my package?,Let me check the tracking information for you.,1331,I want to return my order.,track_order
390,E-commerce,Can I get a gift receipt?,"Yes, we offer gift receipts during checkout.",389,I forgot my account password.,request_gift_receipt
1096,E-commerce,The product I received is damaged.,We're sorry to hear that. We'll send a replacement.,1095,Do you offer international shipping?,report_damaged_item
2130,Finance,How do I get a bank statement?,You can download it from your online banking portal.,2129,Can I invest in stocks through your bank?,get_bank_statement
2907,Finance,How can I improve my credit score?,You can improve your credit score by paying bills on time.,2906,What is a credit score?,ask_credit_score
91,Finance,What is a mutual fund?,A mutual fund pools money from many investors to purchase securities.,90,How do I get a bank statement?,ask_investment_info
49,E-commerce,I forgot my account password.,Click on 'Forgot Password' to reset it.,48,What payment methods do you accept?,reset_password
2217,Finance,How can I improve my credit score?,You can improve your credit score by paying bills on time.,2216,What is a credit score?,ask_credit_score
294,E-commerce,What is the refund policy?,You can get a full refund within 30 days of purchase.,293,Can I cancel my order?,ask_refund_policy
1665,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",1664,Can I apply for a personal loan?,loan_prepayment_fee
2128,E-commerce,What payment methods do you accept?,"We accept credit cards, PayPal, and more.",2127,How do I change my delivery address?,ask_payment_options
2310,E-commerce,Can I get a gift receipt?,"Yes, we offer gift receipts during checkout.",2309,I forgot my account password.,request_gift_receipt
2505,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",2504,Can I apply for a personal loan?,loan_prepayment_fee
464,E-commerce,What is the refund policy?,You can get a full refund within 30 days of purchase.,463,Can I cancel my order?,ask_refund_policy
1744,Finance,Can I apply for a personal loan?,"Yes, you can apply for a personal loan through our website.",1743,What is the current interest rate?,apply_loan
857,E-commerce,How do I change my delivery address?,You can change it from your account settings.,856,The product I received is damaged.,update_address
1132,E-commerce,Where is my package?,Let me check the tracking information for you.,1131,I want to return my order.,track_order
2499,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",2498,What documents are needed for a home loan?,stock_investment
10,Finance,How do I get a bank statement?,You can download it from your online banking portal.,9,Can I invest in stocks through your bank?,get_bank_statement
2953,E-commerce,Can I cancel my order?,"If it hasn’t shipped yet, yes you can cancel it.",2952,Where is my package?,cancel_order
1307,E-commerce,How do I change my delivery address?,You can change it from your account settings.,1306,The product I received is damaged.,update_address
2741,E-commerce,I want to return my order.,"Sure, may I have your order number?",2740,Can I get a gift receipt?,initiate_return
1406,E-commerce,The product I received is damaged.,We're sorry to hear that. We'll send a replacement.,1405,Do you offer international shipping?,report_damaged_item
1304,E-commerce,What is the refund policy?,You can get a full refund within 30 days of purchase.,1303,Can I cancel my order?,ask_refund_policy
853,E-commerce,Can I cancel my order?,"If it hasn’t shipped yet, yes you can cancel it.",852,Where is my package?,cancel_order
1933,E-commerce,Can I cancel my order?,"If it hasn’t shipped yet, yes you can cancel it.",1932,Where is my package?,cancel_order
154,E-commerce,What is the refund policy?,You can get a full refund within 30 days of purchase.,153,Can I cancel my order?,ask_refund_policy
690,Finance,How do I get a bank statement?,You can download it from your online banking portal.,689,Can I invest in stocks through your bank?,get_bank_statement
1193,Finance,What is the current interest rate?,The current interest rate is 3.5% per annum.,1192,How do I open a savings account?,ask_interest_rate
593,Finance,What is the current interest rate?,The current interest rate is 3.5% per annum.,592,How do I open a savings account?,ask_interest_rate
1515,E-commerce,Do you offer international shipping?,"Yes, we ship to over 100 countries.",1514,What is the refund policy?,ask_shipping_info
521,Finance,What is a mutual fund?,A mutual fund pools money from many investors to purchase securities.,520,How do I get a bank statement?,ask_investment_info
1188,E-commerce,What payment methods do you accept?,"We accept credit cards, PayPal, and more.",1187,How do I change my delivery address?,ask_payment_options
2537,Finance,How can I improve my credit score?,You can improve your credit score by paying bills on time.,2536,What is a credit score?,ask_credit_score
2302,E-commerce,Where is my package?,Let me check the tracking information for you.,2301,I want to return my order.,track_order
1722,Finance,How do I open a savings account?,You can open a savings account online or at any of our branches.,1721,What is a mutual fund?,open_account
838,E-commerce,What payment methods do you accept?,"We accept credit cards, PayPal, and more.",837,How do I change my delivery address?,ask_payment_options
1405,E-commerce,Do you offer international shipping?,"Yes, we ship to over 100 countries.",1404,What is the refund policy?,ask_shipping_info
2267,E-commerce,How do I change my delivery address?,You can change it from your account settings.,2266,The product I received is damaged.,update_address
2736,Finance,What is a credit score?,A credit score is a number that represents your creditworthiness.,2735,Is there a fee for early loan repayment?,ask_credit_score
1022,E-commerce,Where is my package?,Let me check the tracking information for you.,1021,I want to return my order.,track_order
2844,E-commerce,What is the refund policy?,You can get a full refund within 30 days of purchase.,2843,Can I cancel my order?,ask_refund_policy
2599,E-commerce,I forgot my account password.,Click on 'Forgot Password' to reset it.,2598,What payment methods do you accept?,reset_password
366,E-commerce,The product I received is damaged.,We're sorry to hear that. We'll send a replacement.,365,Do you offer international shipping?,report_damaged_item
183,E-commerce,Can I cancel my order?,"If it hasn’t shipped yet, yes you can cancel it.",182,Where is my package?,cancel_order
2484,E-commerce,What is the refund policy?,You can get a full refund within 30 days of purchase.,2483,Can I cancel my order?,ask_refund_policy
332,E-commerce,Where is my package?,Let me check the tracking information for you.,331,I want to return my order.,track_order
117,E-commerce,How do I change my delivery address?,You can change it from your account settings.,116,The product I received is damaged.,update_address
1939,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",1938,What documents are needed for a home loan?,stock_investment
1345,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",1344,Can I apply for a personal loan?,loan_prepayment_fee
873,E-commerce,Can I cancel my order?,"If it hasn’t shipped yet, yes you can cancel it.",872,Where is my package?,cancel_order
2087,E-commerce,How do I change my delivery address?,You can change it from your account settings.,2086,The product I received is damaged.,update_address
1288,Finance,What documents are needed for a home loan?,"You will need ID, income proof, and address verification.",1287,How can I improve my credit score?,home_loan_documents
1529,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",1528,What documents are needed for a home loan?,stock_investment
2977,Finance,How can I improve my credit score?,You can improve your credit score by paying bills on time.,2976,What is a credit score?,ask_credit_score
2070,Finance,How do I get a bank statement?,You can download it from your online banking portal.,2069,Can I invest in stocks through your bank?,get_bank_statement
767,E-commerce,How do I change my delivery address?,You can change it from your account settings.,766,The product I received is damaged.,update_address
1492,E-commerce,Where is my package?,Let me check the tracking information for you.,1491,I want to return my order.,track_order
1514,E-commerce,What is the refund policy?,You can get a full refund within 30 days of purchase.,1513,Can I cancel my order?,ask_refund_policy
329,E-commerce,I forgot my account password.,Click on 'Forgot Password' to reset it.,328,What payment methods do you accept?,reset_password
1716,Finance,What is a credit score?,A credit score is a number that represents your creditworthiness.,1715,Is there a fee for early loan repayment?,ask_credit_score
105,E-commerce,Do you offer international shipping?,"Yes, we ship to over 100 countries.",104,What is the refund policy?,ask_shipping_info
2585,E-commerce,Do you offer international shipping?,"Yes, we ship to over 100 countries.",2584,What is the refund policy?,ask_shipping_info
100,Finance,How do I get a bank statement?,You can download it from your online banking portal.,99,Can I invest in stocks through your bank?,get_bank_statement
2333,Finance,What is the current interest rate?,The current interest rate is 3.5% per annum.,2332,How do I open a savings account?,ask_interest_rate
1333,E-commerce,Can I cancel my order?,"If it hasn’t shipped yet, yes you can cancel it.",1332,Where is my package?,cancel_order
2631,Finance,What is a mutual fund?,A mutual fund pools money from many investors to purchase securities.,2630,How do I get a bank statement?,ask_investment_info
274,Finance,Can I apply for a personal loan?,"Yes, you can apply for a personal loan through our website.",273,What is the current interest rate?,apply_loan
299,E-commerce,I forgot my account password.,Click on 'Forgot Password' to reset it.,298,What payment methods do you accept?,reset_password
1961,E-commerce,I want to return my order.,"Sure, may I have your order number?",1960,Can I get a gift receipt?,initiate_return
605,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",604,Can I apply for a personal loan?,loan_prepayment_fee
2726,Finance,What is a credit score?,A credit score is a number that represents your creditworthiness.,2725,Is there a fee for early loan repayment?,ask_credit_score
913,E-commerce,Can I cancel my order?,"If it hasn’t shipped yet, yes you can cancel it.",912,Where is my package?,cancel_order
772,E-commerce,Where is my package?,Let me check the tracking information for you.,771,I want to return my order.,track_order
631,Finance,What is a mutual fund?,A mutual fund pools money from many investors to purchase securities.,630,How do I get a bank statement?,ask_investment_info
1509,E-commerce,I forgot my account password.,Click on 'Forgot Password' to reset it.,1508,What payment methods do you accept?,reset_password
798,Finance,What documents are needed for a home loan?,"You will need ID, income proof, and address verification.",797,How can I improve my credit score?,home_loan_documents
1303,E-commerce,Can I cancel my order?,"If it hasn’t shipped yet, yes you can cancel it.",1302,Where is my package?,cancel_order
262,Finance,How do I open a savings account?,You can open a savings account online or at any of our branches.,261,What is a mutual fund?,open_account
2866,E-commerce,The product I received is damaged.,We're sorry to hear that. We'll send a replacement.,2865,Do you offer international shipping?,report_damaged_item
